id,status,ip,latitude,longitude,send_date,reported,modified_date,email,first_name,last_name,position
2lD5Vyx,Email Sent,172.20.156.82,0,0,13/09/2025 10:29:39,true,13/09/2025 10:32:54,robert03@example.net,Charles,Benoit,Chef de projet
QYOGLDx,Submitted Data,172.26.36.82,0,0,14/09/2025 20:52:39,false,14/09/2025 20:53:47,elodiepires@example.net,Simone,Humbert,Chef de projet
T40oFg5,Opened,10.173.239.18,0,0,16/09/2025 20:38:39,false,16/09/2025 20:41:23,laportebertrand@example.net,Rémy,Gomez,Analyste cybersécurité
NLC5er3,Email Sent,,0,0,12/09/2025 03:23:39,false,12/09/2025 03:27:33,adrien31@example.org,François,Brunet,Chef de projet
4wGgQfB,Submitted Data,172.26.149.86,0,0,09/09/2025 06:01:39,false,09/09/2025 06:02:11,pierretherese@example.org,Jules,Laine,Analyste cybersécurité
LpspCqQ,Submitted Data,10.46.199.80,0,0,16/09/2025 11:43:39,false,16/09/2025 11:46:33,lopesalex@example.org,Véronique,Bertrand,Chef de projet
arqCNKi,Submitted Data,172.21.52.99,0,0,10/09/2025 14:17:39,false,10/09/2025 14:22:23,jteixeira@example.net,Henriette,Moulin,Consultant
arxjZFX,Opened,172.26.215.104,0,0,14/09/2025 10:10:39,true,14/09/2025 10:15:16,gpoulain@example.com,Christiane,Lopez,Analyste cybersécurité
OQ6zLxa,Clicked Link,192.168.58.99,0,0,09/09/2025 07:12:39,true,09/09/2025 07:15:23,sauvagemichel@example.org,Cécile,Verdier,Chef de projet
BazlXzH,Email Sent,10.178.19.210,0,0,17/09/2025 00:05:39,true,17/09/2025 00:07:05,gabriellebenoit@example.org,Arnaude,Mendès,Analyste cybersécurité
o3iDX7w,Email Sent,192.168.210.27,0,0,09/09/2025 15:32:39,false,09/09/2025 15:34:23,udos-santos@example.com,Théodore,Louis,Administrateur système
h8EMwBD,Clicked Link,10.187.82.246,0,0,08/09/2025 01:08:39,false,08/09/2025 01:12:59,odette86@example.com,Marianne,Regnier,Analyste cybersécurité
VDrAmRd,Submitted Data,10.122.41.126,0,0,12/09/2025 06:45:39,true,12/09/2025 06:50:31,xboucher@example.org,Olivie,Robert,Analyste cybersécurité
b539phj,Email Sent,10.141.0.3,0,0,10/09/2025 18:05:39,false,10/09/2025 18:06:17,sperrin@example.org,Hélène,Lefebvre,Consultant
79CgEbN,Opened,,0,0,14/09/2025 12:29:39,false,14/09/2025 12:32:30,tbrun@example.net,Josette,Gomez,Chef de projet
A4mas7W,Opened,192.168.129.176,0,0,11/09/2025 03:33:39,false,11/09/2025 03:38:15,christophe64@example.com,Émile,Guyot,Développeur
ZSK6Yrz,Submitted Data,,0,0,13/09/2025 14:24:39,true,13/09/2025 14:28:22,elodie91@example.com,Laetitia,Vidal,Analyste cybersécurité
NYTpMCg,Email Sent,172.28.154.73,0,0,13/09/2025 08:16:39,false,13/09/2025 08:17:27,juliemary@example.net,Pauline,Meunier,Analyste cybersécurité
aVr8Mag,Clicked Link,10.124.154.188,0,0,12/09/2025 14:44:39,true,12/09/2025 14:48:34,fernandesmarcel@example.com,Dominique,Allard,Consultant
aEo19A2,Submitted Data,,0,0,17/09/2025 11:22:39,true,17/09/2025 11:27:26,gcolas@example.net,Laetitia,Hamon,Développeur
ULwxbzG,Opened,172.17.193.114,0,0,12/09/2025 17:49:39,false,12/09/2025 17:52:18,jeannine46@example.net,Jeanne,Bouvet,Consultant
fusvm2M,Opened,,0,0,15/09/2025 16:24:39,false,15/09/2025 16:27:57,nle-goff@example.org,Élisabeth,Charles,Analyste cybersécurité
fcVqII1,Opened,192.168.140.37,0,0,12/09/2025 11:07:39,false,12/09/2025 11:08:44,nperrin@example.com,Nath,Lacombe,Administrateur système
iVT9LuR,Email Sent,172.17.168.16,0,0,06/09/2025 14:48:39,true,06/09/2025 14:52:17,iroche@example.com,Zoé,Munoz,Analyste cybersécurité
7K9RYZt,Submitted Data,10.201.216.70,0,0,12/09/2025 02:09:39,false,12/09/2025 02:10:22,chartierleon@example.org,Jules,Perez,Chef de projet
